Phase,Date,PD Level EFD-0146,PD Level EFD-0116,Time Index EFD-0146,Time Index EFD-0116,Location(m) from EFD-0146,Nearest Pole Location,Pole LIS number,T2 EFD-0146,T2 EFD-0116,W2 EFD-0146,W2 EFD-0116,MaxCountSquared EFD-0146,MaxCountSquared EFD-0116,MaxVoltSquared EFD-0146,MaxVoltSquared EFD-0116,Day
Red,19/05/2018 2:29:16 PM +10:00,0.009689331,0.004119873,0.033198396,0.033191552,2710.068675,2793,5111863,1.07822E-14,3.82336E-14,4.4687E+15,3.30376E+15,1,2,9.38831E-05,1.69734E-05,19.60366
Blue,19/05/2018 2:59:54 PM +10:00,0.00541687,0.005340576,0.133144108,0.133136464,2837.433692,2793,5111863,1.82246E-14,6.77096E-14,4.12261E+15,6.63608E+15,1,1,2.93425E-05,2.85218E-05,19.62493
Red,19/05/2018 3:16:21 PM +10:00,0.004196167,0.004119873,0.00888346,0.008877456,2585.915945,2445,5111862,2.65458E-14,4.34373E-14,4.11028E+15,4.27581E+15,1,1,1.76078E-05,1.69734E-05,19.63635
White,19/05/2018 4:01:58 PM +10:00,0.002975464,0.004730225,0.065255756,0.065254872,1818.148316,1696,5111292,3.36561E-14,5.76974E-14,4.43146E+15,7.03323E+15,1,3,-9.78471E-06,2.2375E-05,19.66803
Blue,19/05/2018 4:06:05 PM +10:00,0.002365112,0.004730225,0.114236412,0.114225872,3266.34469,3370,3919767,4.9501E-14,4.83369E-14,6.05998E+15,3.55121E+15,4,1,5.59376E-06,2.2375E-05,19.67089
Blue,19/05/2018 4:40:31 PM +10:00,0.002365112,0.004119873,0.110500716,0.1105075,664.0175274,544,5111289,4.28058E-14,4.6451E-14,6.46109E+15,2.53865E+15,3,3,5.59376E-06,1.69734E-05,19.6948
White,19/05/2018 7:07:37 PM +10:00,0.002365112,0.004119873,0.0581812,0.058175232,2575.278369,2445,5111862,5.73169E-14,5.56369E-14,4.97331E+15,2.38171E+15,34,3,5.59376E-06,1.69734E-05,19.79696
Red,19/05/2018 8:35:06 PM +10:00,0.002365112,0.005340576,0.010248164,0.01025868,106.6714285,0,5111287,3.61093E-14,8.39659E-14,6.25189E+15,5.90901E+15,9,13,5.59376E-06,2.85218E-05,19.85771
White,20/05/2018 3:45:43 AM +10:00,0.002365112,0.004119873,0.058129844,0.058140632,61.95375788,0,5111287,5.70482E-14,5.15365E-14,5.99683E+15,2.34936E+15,1,22,-6.33881E-06,1.69734E-05,20.15675
White,20/05/2018 5:47:41 AM +10:00,0.002365112,0.004119873,0.063351872,0.063356952,915.3601497,897,5111290,4.42496E-14,6.03742E-14,5.86516E+15,2.56538E+15,1,8,-6.33881E-06,1.69734E-05,20.24145
Red,20/05/2018 9:04:06 AM +10:00,0.002975464,0.004730225,0.014279668,0.014281264,1444.006397,1401,5111291,4.05984E-14,4.99785E-14,4.5769E+15,5.56798E+15,1,2,8.85339E-06,2.2375E-05,20.37785
Red,20/05/2018 9:29:43 AM +10:00,0.002975464,0.004119873,0.0264547,0.02645412,1769.333383,1696,5111292,4.56593E-14,5.69281E-14,4.12569E+15,2.96793E+15,2,4,8.85339E-06,1.69734E-05,20.39564
White,20/05/2018 9:39:30 AM +10:00,0.002975464,0.004119873,0.062039424,0.062030752,2979.770153,3132,5111864,3.45571E-14,3.2333E-14,4.27438E+15,4.11324E+15,4,2,8.85339E-06,1.69734E-05,20.40243
Red,20/05/2018 9:41:00 AM +10:00,0.003585815,0.004730225,0.03118432,0.031180576,2243.681314,2445,5111862,3.14449E-14,7.30219E-14,4.35618E+15,4.3964E+15,2,1,1.28581E-05,2.2375E-05,20.40347
White,20/05/2018 9:55:48 AM +10:00,0.002975464,0.004730225,0.05813424,0.05814058,728.627961,897,5111290,3.32625E-14,4.24374E-14,4.33263E+15,2.14008E+15,5,1,8.85339E-06,2.2375E-05,20.41375
White,20/05/2018 10:10:10 AM +10:00,0.002975464,0.004119873,0.060752024,0.060750016,1980.477332,2007,5111293,3.269E-14,4.7455E-14,4.75773E+15,3.40279E+15,9,8,8.85339E-06,1.69734E-05,20.42373
White,20/05/2018 11:49:05 AM +10:00,0.004196167,0.007781982,0.060285168,0.060281068,2295.226485,2445,5111862,2.37702E-14,2.12232E-14,4.23557E+15,4.21256E+15,9,12,1.76078E-05,6.05593E-05,20.49242
Red,20/05/2018 12:32:34 PM +10:00,0.002975464,0.004119873,0.01085902,0.010852608,2645.99409,2793,5111863,3.80306E-14,4.67938E-14,4.71204E+15,5.01901E+15,1,3,8.85339E-06,1.69734E-05,20.52262
Red,20/05/2018 1:31:25 PM +10:00,0.002365112,0.004119873,0.011919296,0.0119293,183.5399242,294,5111288,6.60511E-14,4.75051E-14,5.69154E+15,3.44645E+15,7,3,5.59376E-06,1.69734E-05,20.56348
White,20/05/2018 1:32:34 PM +10:00,0.002365112,0.004119873,0.0618039,0.061797684,2612.95127,2445,5111862,4.86601E-14,5.00007E-14,6.27572E+15,2.97694E+15,2,3,5.59376E-06,1.69734E-05,20.56428
Blue,20/05/2018 2:03:12 PM +10:00,0.002975464,0.004730225,0.12330828,0.123298676,3118.277088,3132,5111864,4.22186E-14,4.60766E-14,3.87727E+15,3.7567E+15,1,1,8.85339E-06,2.2375E-05,20.58556
White,20/05/2018 2:16:33 PM +10:00,0.002975464,0.004119873,0.0727644,0.072767224,1258.430724,1401,5111291,4.86205E-14,3.1903E-14,3.81994E+15,3.7457E+15,1,2,8.85339E-06,1.69734E-05,20.59483
Blue,20/05/2018 2:36:27 PM +10:00,0.002975464,0.004119873,0.12906704,0.129060372,2681.019383,2793,5111863,3.31527E-14,4.08073E-14,4.9758E+15,2.6875E+15,1,2,8.85339E-06,1.69734E-05,20.60865
Blue,20/05/2018 3:47:08 PM +10:00,0.002365112,0.004119873,0.108134436,0.108139868,862.737745,897,5111290,4.28911E-14,3.82719E-14,4.79339E+15,4.00987E+15,4,1,5.59376E-06,1.69734E-05,20.65773
Blue,20/05/2018 3:49:52 PM +10:00,0.002365112,0.004119873,0.125829648,0.125820232,3088.417413,3132,5111864,7.5392E-14,5.89639E-14,4.62657E+15,2.47266E+15,2,4,5.59376E-06,1.69734E-05,20.65963
White,20/05/2018 4:37:11 PM +10:00,0.002365112,0.004119873,0.063600136,0.063609136,330.1525136,294,5111288,4.70044E-14,4.44063E-14,5.99542E+15,2.80366E+15,1,1,5.59376E-06,1.69734E-05,20.69249
Blue,20/05/2018 4:57:29 PM +10:00,0.002365112,0.004119873,0.110138264,0.110147216,333.2116992,294,5111288,5.79475E-14,5.09357E-14,5.73662E+15,1.98375E+15,1,11,-6.33881E-06,1.69734E-05,20.70658
White,20/05/2018 5:15:18 PM +10:00,0.002365112,0.004119873,0.07057182,0.070561992,3153.14593,3132,5111864,5.96703E-14,5.61591E-14,3.11211E+15,2.78607E+15,4,4,5.59376E-06,1.69734E-05,20.71896
Red,20/05/2018 5:20:34 PM +10:00,0.002365112,0.004119873,0.008764148,0.008755368,3001.227876,3132,5111864,5.35712E-14,4.82693E-14,4.11856E+15,3.05243E+15,5,3,5.59376E-06,1.69734E-05,20.72262
White,20/05/2018 5:55:33 PM +10:00,0.002365112,0.004119873,0.061049388,0.061056868,557.0652686,544,5111289,3.88865E-14,5.41165E-14,5.37593E+15,2.81474E+15,7,4,5.59376E-06,1.69734E-05,20.74691
Blue,20/05/2018 6:40:46 PM +10:00,0.002365112,0.004119873,0.1173963,0.117387984,2922.469074,2793,5111863,6.12225E-14,4.74714E-14,5.44074E+15,2.32872E+15,1,2,5.59376E-06,1.69734E-05,20.77831
Blue,20/05/2018 6:46:21 PM +10:00,0.002365112,0.004119873,0.11432964,0.114335796,751.5155127,897,5111290,4.11269E-14,4.59196E-14,4.64992E+15,2.60594E+15,5,1,5.59376E-06,1.69734E-05,20.78219
Red,20/05/2018 7:14:12 PM +10:00,0.002365112,0.004119873,0.012295548,0.012288264,2776.49409,2793,5111863,5.205E-14,4.59926E-14,4.28868E+15,2.21822E+15,6,3,5.59376E-06,1.69734E-05,20.80153
Blue,20/05/2018 7:17:38 PM +10:00,0.002365112,0.004119873,0.108894132,0.108889036,2439.600005,2445,5111862,5.06851E-14,4.65929E-14,4.8995E+15,3.58491E+15,4,3,5.59376E-06,1.69734E-05,20.80391
White,20/05/2018 7:25:40 PM +10:00,0.002365112,0.004119873,0.060652556,0.060647652,2415.105351,2445,5111862,4.97472E-14,5.13746E-14,5.45864E+15,2.66327E+15,3,7,5.59376E-06,1.69734E-05,20.80949
Red,20/05/2018 8:54:53 PM +10:00,0.002365112,0.004119873,0.030038508,0.03003084,2832.29917,2793,5111863,5.39253E-14,5.36674E-14,6.20846E+15,2.42837E+15,1,2,5.59376E-06,1.69734E-05,20.87145
White,20/05/2018 9:30:57 PM +10:00,0.002365112,0.004730225,0.058955184,0.058959176,1080.186072,897,5111290,4.91072E-14,4.77687E-14,5.83262E+15,4.54262E+15,2,2,5.59376E-06,2.2375E-05,20.89649
Blue,20/05/2018 9:37:29 PM +10:00,0.002365112,0.004119873,0.117145272,0.117149948,971.9317618,897,5111290,5.56004E-14,5.50011E-14,3.31485E+15,2.67653E+15,2,4,5.59376E-06,1.69734E-05,20.90103
Blue,20/05/2018 10:08:46 PM +10:00,0.002365112,0.004119873,0.111469792,0.111473668,1091.494019,897,5111290,5.35635E-14,5.48775E-14,4.87318E+15,2.04435E+15,5,4,5.59376E-06,1.69734E-05,20.92275
Blue,20/05/2018 10:13:48 PM +10:00,0.002365112,0.004119873,0.123528196,0.123538116,183.7321907,294,5111288,3.82203E-14,3.40048E-14,5.80872E+15,4.46611E+15,2,1,5.59376E-06,1.69734E-05,20.92625
Blue,20/05/2018 11:00:17 PM +10:00,0.002365112,0.004119873,0.11300164,0.11299412,2802.084699,2793,5111863,5.16142E-14,6.23326E-14,6.19195E+15,1.45161E+15,1,8,5.59376E-06,1.69734E-05,20.95853
Red,20/05/2018 11:20:39 PM +10:00,0.002365112,0.004119873,0.010029176,0.010021444,2843.765633,2793,5111863,5.06171E-14,5.42054E-14,4.57255E+15,2.03327E+15,3,8,5.59376E-06,1.69734E-05,20.97267
White,21/05/2018 12:01:44 AM +10:00,0.002365112,0.004119873,0.079314292,0.07931726,1232.375929,1401,5111291,5.99027E-14,4.93224E-14,3.39997E+15,2.3856E+15,1,2,5.59376E-06,1.69734E-05,21.0012
White,21/05/2018 12:02:57 AM +10:00,0.002365112,0.004730225,0.066855628,0.066859156,1149.421671,1401,5111291,4.69594E-14,4.95772E-14,4.46824E+15,3.83175E+15,2,1,5.59376E-06,2.2375E-05,21.00205
White,21/05/2018 1:02:07 AM +10:00,0.002365112,0.004119873,0.07561572,0.075609744,2573.687709,2445,5111862,3.45733E-14,5.34012E-14,6.42301E+15,2.30185E+15,1,3,5.59376E-06,1.69734E-05,21.04314
White,21/05/2018 1:18:55 AM +10:00,0.002365112,0.007171631,0.068291588,0.06829918,539.1107016,544,5111289,5.16573E-14,5.08598E-14,6.23093E+15,8.30089E+15,1,2,-6.33881E-06,5.14323E-05,21.0548
White,21/05/2018 11:59:36 AM +10:00,0.003585815,0.009613037,0.062056164,0.062053192,2135.528915,2007,5111293,4.52395E-14,1.54994E-14,2.6874E+15,4.51829E+15,156,1,-1.39757E-05,9.24105E-05,21.49972
Red,21/05/2018 12:35:01 PM +10:00,0.009689331,0.005340576,0.010798264,0.010792144,2602.704129,2445,5111862,1.54547E-14,1.51542E-14,3.92494E+15,4.58686E+15,6,1,-0.000136258,-3.18745E-05,21.52432
Blue,21/05/2018 2:36:47 PM +10:00,0.001754761,0.004730225,0.11527828,0.115276696,1915.960509,2007,5111293,7.08825E-14,5.32279E-14,1.11874E+15,7.48166E+15,7,9,-6.33881E-06,2.2375E-05,21.60888
Red,21/05/2018 3:17:57 PM +10:00,0.002365112,0.004119873,0.022467656,0.02247854,50.63064,0,5111287,6.34429E-14,2.74196E-14,2.05465E+15,5.41066E+15,3,1,-6.33881E-06,1.69734E-05,21.63746
Blue,21/05/2018 3:21:32 PM +10:00,0.002365112,0.004119873,0.132323588,0.132319608,2271.521164,2445,5111862,6.08696E-14,2.68021E-14,2.01194E+15,4.76269E+15,32,1,-6.33881E-06,1.69734E-05,21.63995
White,22/05/2018 1:33:39 AM +10:00,0.001754761,0.005340576,0.061841956,0.061851488,248.2606563,294,5111288,7.54868E-14,7.68346E-14,2.2076E+15,8.17856E+15,15,2,-6.33881E-06,2.85218E-05,22.06503
Blue,22/05/2018 2:11:17 AM +10:00,0.001754761,0.004119873,0.137045188,0.13704668,1446.563465,1401,5111291,6.35293E-14,5.58805E-14,1.95892E+15,6.78473E+15,14,1,-6.33881E-06,1.69734E-05,22.09117
Blue,22/05/2018 2:57:57 AM +10:00,0.001754761,0.004119873,0.111600216,0.111589912,3218.815738,3132,5111864,6.76132E-14,2.71906E-14,2.16279E+15,5.15741E+15,3,1,-6.33881E-06,1.69734E-05,22.12358
Blue,22/05/2018 10:07:57 AM +10:00,0.009078979,0.007781982,0.119922504,0.11992074,1963.487664,2007,5111293,1.46406E-14,1.42286E-14,3.9097E+15,4.60924E+15,3,1,-0.00010925,6.05593E-05,22.42219
Blue,22/05/2018 11:28:31 AM +10:00,0.007247925,0.009002686,0.119123744,0.11913236,397.5278767,294,5111288,1.42301E-14,1.42559E-14,4.09085E+15,4.30182E+15,136,2,-5.47676E-05,8.10483E-05,22.47814
Blue,22/05/2018 11:31:24 AM +10:00,0.010299683,0.005340576,0.109725716,0.109719264,2657.345604,2793,5111863,1.40323E-14,2.67518E-14,4.04895E+15,3.87232E+15,15,1,-0.00015088,2.85218E-05,22.48014
White,22/05/2018 11:53:11 AM +10:00,0.010299683,0.008392334,0.070815852,0.070813212,2085.250225,2007,5111293,1.45418E-14,2.40756E-14,3.86932E+15,4.34696E+15,56,1,-0.000136258,7.04313E-05,22.49527
White,22/05/2018 12:19:57 PM +10:00,0.002365112,0.004119873,0.066592568,0.066599052,718.5501264,544,5111289,6.08654E-14,2.57431E-14,3.16694E+15,3.8619E+15,60,1,-6.33881E-06,-2.53553E-05,22.51385
Blue,22/05/2018 12:20:23 PM +10:00,0.002365112,0.004730225,0.129527452,0.129518812,2992.58393,3132,5111864,6.46851E-14,2.84094E-14,1.64724E+15,3.47956E+15,50,1,-6.33881E-06,-2.53553E-05,22.51415
Red,22/05/2018 12:39:32 PM +10:00,0.002975464,0.003509521,0.009201188,0.00919294,2922.562738,2793,5111863,4.59988E-14,6.1509E-14,2.56619E+15,3.44975E+15,235,1,-9.78471E-06,-1.45519E-05,22.52745
Red,22/05/2018 12:44:24 PM +10:00,0.007247925,0.008392334,0.009672868,0.009673584,1577.947888,1696,5111292,2.06067E-14,1.20682E-14,3.81506E+15,4.67224E+15,58,5,-6.41739E-05,7.04313E-05,22.53083
Blue,22/05/2018 1:55:08 PM +10:00,0.002365112,0.004119873,0.10872214,0.10872322,1522.999507,1401,5111291,5.20503E-14,6.57623E-14,2.34567E+15,6.95176E+15,186,2,-6.33881E-06,1.69734E-05,22.57995
Blue,22/05/2018 4:11:12 PM +10:00,0.001754761,0.003509521,0.114581192,0.114588948,513.8971249,544,5111289,8.03184E-14,6.65282E-14,1.95938E+15,2.70421E+15,131,1,-3.63798E-06,1.23167E-05,22.67444
White,22/05/2018 7:50:54 PM +10:00,0.001754761,0.003509521,0.059257784,0.059256464,1877.347107,2007,5111293,7.72756E-14,4.50267E-14,1.56201E+15,3.14572E+15,2,6,-6.33881E-06,1.23167E-05,22.82701
White,23/05/2018 10:44:18 AM +10:00,0.010299683,0.003509521,0.062896564,0.062904564,482.2791083,544,5111289,1.43173E-14,4.62981E-14,4.01996E+15,3.77461E+15,4,2,-0.00015088,-1.45519E-05,23.44743
White,23/05/2018 12:21:27 PM +10:00,0.012130737,0.003509521,0.058933792,0.058928208,2527.517471,2445,5111862,1.2705E-14,3.56378E-14,4.20211E+15,3.09502E+15,1,3,-0.000166247,-1.45519E-05,23.5149
White,23/05/2018 12:27:48 PM +10:00,0.002365112,0.005340576,0.075167712,0.075156828,3325.542246,3370,3919767,5.32162E-14,2.90591E-14,2.95372E+15,3.92304E+15,1,1,-9.78471E-06,2.85218E-05,23.51931
Red,23/05/2018 12:52:21 PM +10:00,0.012130737,0.006561279,0.008505404,0.008502424,2132.588173,2007,5111293,1.15191E-14,2.89384E-14,4.29718E+15,3.7403E+15,2,1,-0.000166247,4.30504E-05,23.53635
White,23/05/2018 4:02:46 PM +10:00,0.002365112,0.003509521,0.06837022,0.068366744,2200.822497,2007,5111293,5.92827E-14,5.66152E-14,1.78108E+15,2.48115E+15,4,1,-9.78471E-06,-1.45519E-05,23.66859
White,23/05/2018 4:30:18 PM +10:00,0.001754761,0.003509521,0.0580822,0.058073044,3053.768557,3132,5111864,6.71817E-14,4.31102E-14,3.05557E+15,3.85231E+15,1,1,-6.33881E-06,1.23167E-05,23.68771
White,23/05/2018 4:37:31 PM +10:00,0.001754761,0.003509521,0.06249818,0.062495308,2110.738697,2007,5111293,6.63242E-14,3.05583E-14,3.00802E+15,5.14063E+15,154,3,-3.63798E-06,1.23167E-05,23.69272
Blue,23/05/2018 4:48:51 PM +10:00,0.001754761,0.005340576,0.113316284,0.113322284,775.2752985,897,5111290,5.38499E-14,7.39737E-14,4.16418E+15,7.44561E+15,126,1,-3.63798E-06,2.85218E-05,23.70059
Blue,23/05/2018 5:02:13 PM +10:00,0.001754761,0.003509521,0.109612596,0.109605012,2812.934621,2793,5111863,6.78863E-14,5.21161E-14,3.91531E+15,2.88486E+15,162,2,-3.63798E-06,1.23167E-05,23.70987
Blue,23/05/2018 9:08:31 PM +10:00,0.002365112,0.004730225,0.120322124,0.120320288,1947.116489,2007,5111293,5.23826E-14,7.33687E-14,3.61485E+15,7.75391E+15,14,2,-6.33881E-06,-2.53553E-05,23.88091
Red,24/05/2018 9:01:36 AM +10:00,0.00541687,0.004119873,0.010713572,0.01071438,1563.433629,1696,5111292,1.64596E-14,2.70618E-14,4.15152E+15,4.43294E+15,45,1,-3.10189E-05,1.69734E-05,24.37611
White,24/05/2018 9:23:09 AM +10:00,0.002975464,0.004119873,0.059945588,0.059956236,84.16704854,0,5111287,3.49798E-14,2.32437E-14,4.14475E+15,3.93654E+15,13,1,-9.78471E-06,-1.95811E-05,24.39108
Red,24/05/2018 9:24:35 AM +10:00,0.002975464,0.004119873,0.01081968,0.010814624,2442.731483,2445,5111862,3.57021E-14,3.58426E-14,3.73496E+15,4.08949E+15,2,1,-9.78471E-06,1.69734E-05,24.39207
Red,24/05/2018 10:28:37 AM +10:00,0.010910034,0.008392334,0.015618012,0.015628884,51.92762249,0,5111287,1.0813E-14,1.77042E-14,4.23988E+15,3.98436E+15,7,1,-0.00015088,7.04313E-05,24.43654
Red,24/05/2018 10:51:02 AM +10:00,0.010910034,0.007781982,0.023880132,0.023869324,3306.921506,3370,3919767,1.04207E-14,4.7476E-14,4.27107E+15,6.83579E+15,62,5,-0.000136258,-6.54021E-05,24.45211
White,24/05/2018 11:00:17 AM +10:00,0.010910034,0.003509521,0.062154556,0.062143952,3280.900586,3370,3919767,1.08339E-14,4.6321E-14,4.20612E+15,3.3627E+15,19,1,-0.00015088,-1.95811E-05,24.45853
Red,24/05/2018 11:11:12 AM +10:00,0.010910034,0.004119873,0.009046588,0.00903714,3103.262914,3132,5111864,1.12471E-14,2.58931E-14,4.23101E+15,3.45404E+15,16,2,-0.00015088,1.69734E-05,24.46611
Blue,24/05/2018 11:44:28 AM +10:00,0.012130737,0.005950928,0.119230796,0.11923244,1449.559384,1401,5111291,1.09842E-14,1.92417E-14,4.30746E+15,4.19279E+15,108,1,-0.00015088,-4.71482E-05,24.48921
White,24/05/2018 11:54:01 AM +10:00,0.002365112,0.009002686,0.058391524,0.058387452,2299.970893,2445,5111862,5.17543E-14,3.03129E-14,1.87636E+15,5.27144E+15,48,2,-9.78471E-06,8.10483E-05,24.49585
White,24/05/2018 12:17:23 PM +10:00,0.012130737,0.005340576,0.05835702,0.05835342,2227.277421,2445,5111862,1.14712E-14,2.28998E-14,4.4293E+15,4.36176E+15,1,4,0.000147155,2.85218E-05,24.51207
Red,24/05/2018 12:21:57 PM +10:00,0.012130737,0.009002686,0.019672948,0.019681428,414.1887633,294,5111288,1.30866E-14,1.2958E-14,4.32906E+15,4.40448E+15,19,1,-0.00015088,-8.66363E-05,24.51524
Red,24/05/2018 12:26:08 PM +10:00,0.012130737,0.010223389,0.012839932,0.012844168,1050.615236,897,5111290,1.14307E-14,4.14379E-14,4.34986E+15,6.50909E+15,55,1,-0.00015088,0.000104518,24.51815
Blue,24/05/2018 12:28:50 PM +10:00,0.012130737,0.006561279,0.116446368,0.1164402,2620.123761,2793,5111863,1.21683E-14,1.28529E-14,4.30012E+15,4.42375E+15,1,3,-0.000166247,-4.71482E-05,24.52002
Blue,24/05/2018 12:32:41 PM +10:00,0.011520386,0.009002686,0.11864356,0.118643056,1771.278189,1696,5111292,1.23875E-14,1.5323E-14,4.28612E+15,4.30262E+15,76,3,-0.000136258,8.10483E-05,24.5227
White,24/05/2018 1:16:39 PM +10:00,0.010910034,0.007781982,0.060592924,0.060594844,1402.597992,1401,5111291,1.1769E-14,1.45402E-14,4.32612E+15,4.34392E+15,56,3,-0.000122382,6.05593E-05,24.55323
Blue,24/05/2018 1:25:13 PM +10:00,0.002975464,0.007781982,0.111167496,0.111159592,2879.80818,2793,5111863,3.17804E-14,2.09057E-14,3.55617E+15,4.31897E+15,47,1,-1.39757E-05,-6.54021E-05,24.55918
