Phase,Date,PD Level EFD-0146,PD Level EFD-0116,Time Index EFD-0146,Time Index EFD-0116,Location(m) from EFD-0146,Nearest Pole Location,Pole LIS number,T2 EFD-0146,T2 EFD-0116,W2 EFD-0146,W2 EFD-0116,MaxCountSquared EFD-0146,MaxCountSquared EFD-0116,MaxVoltSquared EFD-0146,MaxVoltSquared EFD-0116,Day
Red,21/03/2018 2:37:37 PM +11:00,0.018310547,0.355834961,0.025408432,0.025401692,2088.824988,2144,173,1.3332E-14,1.47339E-14,4.50063E+14,2.24673E+15,,,,,
White,21/03/2018 2:37:37 PM +11:00,0.00793457,0.121459961,0.065268828,0.065262264,2071.560994,2144,173,1.41203E-14,2.42669E-14,4.78353E+14,1.84242E+15,,,,,
Blue,21/03/2018 2:37:38 PM +11:00,0.012817383,0.195922852,0.10598864,0.105982136,2071.766823,2144,173,1.35031E-14,2.37422E-14,5.20673E+14,2.04922E+15,,,,,
Red,21/03/2018 2:37:38 PM +11:00,0.022583008,0.455322266,0.005094212,0.005087436,2089.562851,2144,173,1.36341E-14,1.45542E-14,5.36543E+14,2.34951E+15,,,,,
White,21/03/2018 2:37:38 PM +11:00,0.017700195,0.247192383,0.084898736,0.084892084,2089.158334,2144,173,1.22186E-14,1.80346E-14,2.59966E+14,1.28431E+15,,,,,
Blue,21/03/2018 2:37:39 PM +11:00,0.014038086,0.201416016,0.123557116,0.123550532,2087.624207,2144,173,1.32123E-14,1.55197E-14,4.55538E+14,2.0341E+15,,,,,
Red,21/03/2018 2:37:39 PM +11:00,0.012817383,0.200195313,0.023484404,0.023477668,2087.727651,2144,173,1.65449E-14,1.3757E-14,6.84167E+14,2.43823E+15,,,,,
White,21/03/2018 2:37:39 PM +11:00,0.017700195,0.272216797,0.063913804,0.063907128,2087.897066,2144,173,1.42757E-14,1.43871E-14,6.08599E+14,2.37421E+15,,,,,
Blue,21/03/2018 2:37:40 PM +11:00,0.020141602,0.303955078,0.102807672,0.102801048,2089.041583,2144,173,1.33776E-14,1.58174E-14,4.67537E+14,2.07517E+15,,,,,
White,21/03/2018 2:37:40 PM +11:00,0.01953125,0.310058594,0.082695552,0.082688896,2089.256007,2144,173,1.34466E-14,1.50531E-14,5.01416E+14,2.26575E+15,,,,,
Blue,21/03/2018 2:37:41 PM +11:00,0.017089844,0.260009766,0.100946344,0.10093972,2088.253806,2144,173,1.33065E-14,1.51559E-14,4.84705E+14,2.19955E+15,,,,,
Red,21/03/2018 2:37:41 PM +11:00,0.010986328,0.139160156,0.02447556,0.024468936,2071.09369,2144,173,1.35676E-14,2.5658E-14,4.10154E+14,1.63077E+15,,,,,
Blue,21/03/2018 2:37:42 PM +11:00,0.017089844,0.250854492,0.11948062,0.119474036,2086.699654,2144,173,1.32122E-14,1.54842E-14,4.7359E+14,2.16951E+15,,,,,
Red,21/03/2018 2:37:42 PM +11:00,0.01953125,0.279541016,0.020123868,0.020117132,2086.965479,2144,173,1.2946E-14,1.52882E-14,4.3137E+14,2.07825E+15,,,,,
White,21/03/2018 2:37:42 PM +11:00,0.013427734,0.20690918,0.079727944,0.079721296,2087.283722,2144,173,1.37824E-14,1.49125E-14,5.54696E+14,2.2747E+15,,,,,
Blue,21/03/2018 2:37:43 PM +11:00,0.01953125,0.301513672,0.118142712,0.118136116,2088.054454,2144,173,1.32704E-14,1.57218E-14,4.40151E+14,2.07637E+15,,,,,
Red,21/03/2018 2:37:43 PM +11:00,0.013427734,0.220947266,0.020747168,0.020740544,2070.281932,2144,173,1.29114E-14,2.47492E-14,4.46134E+14,1.86726E+15,,,,,
White,21/03/2018 2:37:43 PM +11:00,0.010375977,0.163574219,0.077884416,0.077877876,2070.572133,2144,173,1.22302E-14,2.98803E-14,2.49876E+14,1.0009E+15,,,,,
Red,21/03/2018 2:37:44 PM +11:00,0.017700195,0.230102539,0.036595548,0.036588944,2070.85733,2144,173,1.33023E-14,2.41527E-14,4.58412E+14,2.03053E+15,,,,,
White,21/03/2018 2:37:44 PM +11:00,0.013427734,0.183105469,0.076225284,0.07621874,2070.797824,2144,173,1.27314E-14,2.78047E-14,3.35961E+14,1.47464E+15,,,,,
Blue,21/03/2018 2:37:45 PM +11:00,0.020751953,0.332641602,0.135337188,0.13533062,2087.733538,2144,173,1.55517E-14,1.35697E-14,8.63743E+14,2.72831E+15,,,,,
Red,21/03/2018 2:37:45 PM +11:00,0.018920898,0.262451172,0.035226832,0.035220116,2087.348577,2144,173,1.3153E-14,1.49739E-14,4.91634E+14,2.22195E+15,,,,,
White,21/03/2018 2:37:45 PM +11:00,0.009765625,0.139160156,0.074566052,0.0745595,2071.623509,2144,173,1.25318E-14,3.0029E-14,2.8945E+14,9.6078E+14,,,,,
Blue,21/03/2018 2:37:46 PM +11:00,0.01159668,0.189819336,0.135686984,0.135680556,2066.649599,2144,173,1.42467E-14,2.19354E-14,5.88818E+14,2.23784E+15,,,,,
Red,21/03/2018 2:37:46 PM +11:00,0.00793457,0.123291016,0.014841812,0.014835184,2069.531869,2144,173,1.17366E-14,3.05704E-14,2.06118E+14,5.4006E+14,,,,,
White,21/03/2018 2:37:46 PM +11:00,0.015869141,0.239257813,0.073554696,0.073548176,2066.507073,2144,173,1.37925E-14,2.22174E-14,6.29944E+14,2.32716E+15,,,,,
Blue,21/03/2018 2:37:47 PM +11:00,0.010986328,0.156860352,0.131122032,0.131115576,2069.982572,2144,173,1.25166E-14,2.69828E-14,3.51237E+14,1.60698E+15,,,,,
Red,21/03/2018 2:37:47 PM +11:00,0.014648438,0.210571289,0.034530184,0.034523468,2087.191412,2144,173,1.48481E-14,1.37148E-14,8.86889E+14,2.6799E+15,,,,,
Red,21/03/2018 2:37:48 PM +11:00,0.009765625,0.141601563,0.013804408,0.013797776,2069.882526,2144,173,1.28409E-14,2.95598E-14,2.70357E+14,9.32292E+14,,,,,
White,21/03/2018 2:37:48 PM +11:00,0.009155273,0.134277344,0.074225132,0.074218408,2097.168508,2144,173,1.37259E-14,3.28276E-14,1.96105E+14,3.24429E+14,,,,,
Blue,21/03/2018 2:38:22 PM +11:00,0.017700195,0.316772461,0.133199188,0.133192624,2085.532373,2144,173,1.34073E-14,1.49155E-14,5.59677E+14,2.39704E+15,,,,,
Red,21/03/2018 2:38:23 PM +11:00,0.012817383,0.195922852,0.032148916,0.032142184,2088.938487,2144,173,1.37035E-14,1.47087E-14,5.16341E+14,2.16929E+15,,,,,
White,21/03/2018 2:38:23 PM +11:00,0.014648438,0.190429688,0.052508036,0.052501332,2089.258225,2144,173,1.32275E-14,1.58762E-14,4.07875E+14,1.9883E+15,,,,,
Blue,21/03/2018 2:38:24 PM +11:00,0.007324219,0.112304688,0.11143762,0.11143112,2071.473163,2144,173,1.51789E-14,2.4379E-14,5.38901E+14,1.84579E+15,,,,,
Red,21/03/2018 2:38:24 PM +11:00,0.009155273,0.136108398,0.031444376,0.031437772,2069.506593,2144,173,1.99115E-14,3.16563E-14,1.89881E+14,4.55624E+14,,,,,
Blue,21/03/2018 2:38:25 PM +11:00,0.008544922,0.127563477,0.10982942,0.10982292,2071.12,2144,173,1.20468E-14,3.12654E-14,2.24402E+14,7.4643E+14,,,,,
Red,21/03/2018 2:38:25 PM +11:00,0.012207031,0.13671875,0.030627616,0.030620984,2073.527238,2144,173,2.4151E-14,2.26722E-14,4.78058E+14,1.88458E+15,,,,,
White,21/03/2018 2:38:25 PM +11:00,0.008544922,0.123291016,0.050166572,0.050159984,2071.218002,2144,173,1.89956E-14,2.71977E-14,3.28657E+14,1.47419E+15,,,,,
Blue,21/03/2018 2:38:26 PM +11:00,0.01159668,0.153808594,0.129511224,0.129504768,2068.531321,2144,173,1.32944E-14,2.43233E-14,4.6792E+14,1.98474E+15,,,,,
Red,21/03/2018 2:38:26 PM +11:00,0.010375977,0.126342773,0.009842968,0.009836324,2070.739305,2144,173,1.23585E-14,2.91714E-14,2.95255E+14,8.07512E+14,,,,,
White,21/03/2018 2:38:26 PM +11:00,0.021362305,0.381469727,0.070239172,0.070232516,2085.657419,2144,173,1.43819E-14,1.42131E-14,5.83998E+14,2.50679E+15,,,,,
Blue,21/03/2018 2:38:28 PM +11:00,0.015258789,0.194091797,0.107554676,0.10754818,2069.762347,2144,173,1.28991E-14,2.74279E-14,3.13885E+14,1.54363E+15,,,,,
Red,21/03/2018 2:38:28 PM +11:00,0.018920898,0.307006836,0.00721158,0.00720482,2087.56779,2144,173,2.06491E-14,1.32343E-14,6.70325E+14,2.65573E+15,,,,,
White,21/03/2018 2:38:28 PM +11:00,0.014648438,0.196533203,0.067609208,0.067602652,2070.086167,2144,173,1.24508E-14,2.85073E-14,2.8969E+14,1.34486E+15,,,,,
Blue,21/03/2018 2:38:47 PM +11:00,0.007324219,0.087280273,0.138607336,0.138600908,2066.473321,2144,173,1.76834E-14,2.85655E-14,3.71593E+14,1.11729E+15,,,,,
White,21/03/2018 2:41:51 PM +11:00,0.004272461,0.007324219,0.051517136,0.051512164,1828.867002,2144,173,3.97722E-14,8.56844E-14,5.58723E+14,1.55267E+14,,,,,
Blue,21/03/2018 2:48:01 PM +11:00,0.006103516,0.007324219,0.100427312,0.100429952,695.4020302,0,172,7.71017E-14,7.70215E-14,5.97057E+15,1.72903E+14,,,,,
Red,21/03/2018 2:49:13 PM +11:00,0.029907227,0.485839844,0.039411396,0.039404668,2088.957739,2144,173,2.21743E-14,1.26752E-14,1.5669E+15,2.98084E+15,,,,,
White,21/03/2018 2:49:13 PM +11:00,0.021362305,0.364379883,0.058847644,0.058840944,2088.582803,2144,173,1.40029E-14,1.46951E-14,5.7543E+14,2.37865E+15,,,,,
Blue,21/03/2018 2:49:15 PM +11:00,0.016479492,0.21484375,0.121477368,0.121470872,2070.162566,2144,173,1.35778E-14,2.45088E-14,4.95861E+14,2.04486E+15,,,,,
White,21/03/2018 2:49:15 PM +11:00,0.015869141,0.231933594,0.079828724,0.07982206,2087.216094,2144,173,1.3527E-14,1.52212E-14,5.00833E+14,2.16014E+15,,,,,
Blue,21/03/2018 2:49:16 PM +11:00,0.00793457,0.098876953,0.119287796,0.119281288,2071.39114,2144,173,2.08726E-14,3.16279E-14,2.47949E+14,2.43258E+14,,,,,
Red,21/03/2018 2:49:16 PM +11:00,0.012817383,0.294799805,0.007343764,0.007336948,2095.829196,2144,173,1.42042E-14,1.33398E-14,6.71784E+14,2.48679E+15,,,,,
White,21/03/2018 2:49:16 PM +11:00,0.018310547,0.294189453,0.060126844,0.060120148,2088.090244,2144,173,1.38447E-14,1.39895E-14,6.34266E+14,2.46871E+15,,,,,
Blue,21/03/2018 2:49:17 PM +11:00,0.015258789,0.227050781,0.100336768,0.100330132,2086.907074,2144,173,1.31418E-14,1.57107E-14,4.51684E+14,1.9955E+15,,,,,
Red,21/03/2018 2:49:17 PM +11:00,0.015258789,0.219726563,0.018803132,0.018796508,2069.256863,2144,173,1.22071E-14,2.72108E-14,3.16673E+14,1.49639E+15,,,,,
White,21/03/2018 2:49:17 PM +11:00,0.006103516,0.077514648,0.059559152,0.059552576,2069.979857,2144,173,1.40497E-14,3.20174E-14,2.70541E+14,2.66777E+14,,,,,
Red,21/03/2018 2:49:18 PM +11:00,0.012817383,0.206298828,0.000294516,0.000287856,2071.058435,2144,173,1.3221E-14,2.11739E-14,5.08484E+14,2.1444E+15,,,,,
Blue,21/03/2018 2:49:20 PM +11:00,0.010375977,0.151367188,0.100524812,0.100518288,2070.867354,2144,173,1.17141E-14,3.21145E-14,2.04359E+14,5.52421E+14,,,,,
Red,21/03/2018 2:49:20 PM +11:00,0.009765625,0.152587891,0.039295704,0.0392891,2070.52353,2144,173,1.26617E-14,3.08313E-14,2.42919E+14,6.57546E+14,,,,,
Blue,21/03/2018 2:49:22 PM +11:00,0.00793457,0.115356445,0.13721978,0.137213316,2068.606436,2144,173,1.44184E-14,2.58389E-14,4.38746E+14,1.77777E+15,,,,,
White,21/03/2018 2:49:22 PM +11:00,0.01159668,0.167236328,0.07805768,0.07805114,2068.363301,2144,173,1.24129E-14,2.72404E-14,3.3251E+14,1.54251E+15,,,,,
Red,21/03/2018 2:51:46 PM +11:00,0.003662109,0.007324219,0.000405108,0.000403476,1316.874284,2144,173,4.59336E-14,7.16373E-14,5.7954E+14,1.09103E+14,,,,,
Blue,21/03/2018 2:52:21 PM +11:00,0.015258789,0.234985352,0.12129962,0.121293008,2088.255593,2144,173,1.45198E-14,1.34736E-14,6.71864E+14,2.54432E+15,,,,,
Red,21/03/2018 2:52:21 PM +11:00,0.022583008,0.485839844,0.021929496,0.021922752,2088.022519,2144,173,1.63753E-14,1.26506E-14,1.07808E+15,2.95787E+15,,,,,
White,21/03/2018 2:52:21 PM +11:00,0.014648438,0.207519531,0.08545286,0.08544632,2070.228839,2144,173,1.31679E-14,2.29665E-14,5.14166E+14,2.23902E+15,,,,,
Blue,21/03/2018 2:52:22 PM +11:00,0.016479492,0.230712891,0.101129712,0.1011232,2069.310656,2144,173,1.27536E-14,2.79151E-14,3.24585E+14,1.51984E+15,,,,,
Red,21/03/2018 2:52:22 PM +11:00,0.005493164,0.090942383,0.020351544,0.020344908,2071.5288,2144,173,1.58455E-14,2.74192E-14,3.94359E+14,1.39263E+15,,,,,
White,21/03/2018 2:52:22 PM +11:00,0.012817383,0.230712891,0.06114034,0.06113366,2086.400814,2144,173,1.66901E-14,1.49276E-14,5.62822E+14,2.26091E+15,,,,,
Blue,21/03/2018 2:52:23 PM +11:00,0.009155273,0.117797852,0.100886324,0.100879792,2071.898125,2144,173,1.29779E-14,3.19721E-14,2.31233E+14,4.23439E+14,,,,,
Red,21/03/2018 2:52:23 PM +11:00,0.012817383,0.185546875,0.00115414,0.001147488,2070.031414,2144,173,1.42639E-14,2.35645E-14,5.46005E+14,2.03885E+15,,,,,
White,21/03/2018 2:52:23 PM +11:00,0.010375977,0.159301758,0.061167388,0.06116082,2069.386086,2144,173,1.24215E-14,3.07081E-14,2.35083E+14,8.82286E+14,,,,,
Blue,21/03/2018 2:52:24 PM +11:00,0.01159668,0.194702148,0.101083004,0.101076484,2070.622469,2144,173,1.84316E-14,2.79348E-14,3.0735E+14,1.46789E+15,,,,,
Red,21/03/2018 2:52:24 PM +11:00,0.020141602,0.335083008,0.00076488,0.000758108,2087.95754,2144,173,1.50481E-14,1.30969E-14,7.97423E+14,2.7216E+15,,,,,
White,21/03/2018 2:52:24 PM +11:00,0.018920898,0.292358398,0.06084,0.060833308,2088.212899,2144,173,1.29359E-14,1.58436E-14,3.88524E+14,1.99312E+15,,,,,
Blue,21/03/2018 2:52:25 PM +11:00,0.009155273,0.137329102,0.118955492,0.118948988,2071.725738,2144,173,1.49946E-14,3.07322E-14,2.53769E+14,9.49231E+14,,,,,
Red,21/03/2018 2:52:25 PM +11:00,0.021362305,0.430908203,0.000567848,0.000561068,2089.116682,2144,173,1.62511E-14,1.35885E-14,6.30405E+14,2.54188E+15,,,,,
White,21/03/2018 2:52:25 PM +11:00,0.014648438,0.250244141,0.059728028,0.059721332,2088.514399,2144,173,1.36833E-14,1.45599E-14,5.24717E+14,2.37563E+15,,,,,
Blue,21/03/2018 2:52:26 PM +11:00,0.023193359,0.395507813,0.1195509,0.119544288,2088.046503,2144,173,1.45797E-14,1.3679E-14,6.85865E+14,2.6163E+15,,,,,
Red,21/03/2018 2:52:26 PM +11:00,0.012817383,0.187988281,0.039185896,0.039179292,2070.548408,2144,173,1.51043E-14,2.99296E-14,2.30678E+14,9.30723E+14,,,,,
White,21/03/2018 2:52:26 PM +11:00,0.014038086,0.20690918,0.078811032,0.078804368,2087.584434,2144,173,1.2859E-14,1.62685E-14,3.47984E+14,1.82561E+15,,,,,
Blue,21/03/2018 2:52:27 PM +11:00,0.013427734,0.205688477,0.138103876,0.138097416,2069.174747,2144,173,1.54424E-14,2.69401E-14,3.95969E+14,1.67184E+15,,,,,
White,21/03/2018 2:52:27 PM +11:00,0.020141602,0.364990234,0.059132524,0.059125836,2087.264572,2144,173,1.36759E-14,1.45957E-14,5.27741E+14,2.37299E+15,,,,,
Blue,21/03/2018 2:52:28 PM +11:00,0.010375977,0.151367188,0.137456808,0.137450348,2069.042736,2144,173,1.24935E-14,3.1382E-14,2.54078E+14,7.96122E+14,,,,,
Red,21/03/2018 2:52:28 PM +11:00,0.012817383,0.194702148,0.037766704,0.037760108,2069.105897,2144,173,1.32873E-14,2.59543E-14,3.80819E+14,1.75814E+15,,,,,
White,21/03/2018 2:52:28 PM +11:00,0.010986328,0.161743164,0.05792094,0.057914372,2069.017373,2144,173,1.33533E-14,3.12555E-14,2.14234E+14,8.38677E+14,,,,,
Blue,21/03/2018 2:52:29 PM +11:00,0.009765625,0.151977539,0.116961488,0.116954992,2070.402043,2144,173,1.34666E-14,2.74493E-14,2.98802E+14,1.25404E+15,,,,,
Red,21/03/2018 2:52:29 PM +11:00,0.017089844,0.25390625,0.017359416,0.017352684,2085.363662,2144,173,1.333E-14,1.48682E-14,4.28953E+14,2.04522E+15,,,,,
White,21/03/2018 2:52:29 PM +11:00,0.009765625,0.172119141,0.076655296,0.076648744,2070.531189,2144,173,1.50253E-14,2.22551E-14,4.73159E+14,1.96331E+15,,,,,
Blue,21/03/2018 2:52:30 PM +11:00,0.010375977,0.150146484,0.135991936,0.135985348,2087.780754,2144,173,1.50266E-14,1.42584E-14,6.76376E+14,2.4818E+15,,,,,
Red,21/03/2018 2:52:30 PM +11:00,0.010986328,0.201416016,0.017038544,0.017031908,2070.856913,2144,173,1.35631E-14,2.47612E-14,3.38434E+14,1.62814E+15,,,,,
White,21/03/2018 2:52:30 PM +11:00,0.015258789,0.228881836,0.076224768,0.076218212,2070.859913,2144,173,1.29244E-14,2.6427E-14,3.39433E+14,1.70417E+15,,,,,
Blue,21/03/2018 2:52:31 PM +11:00,0.01159668,0.193481445,0.115454292,0.115447804,2068.892764,2144,173,1.32054E-14,2.78512E-14,3.15521E+14,1.41814E+15,,,,,
Red,21/03/2018 2:52:31 PM +11:00,0.006713867,0.109863281,0.03790068,0.037893952,2088.978747,2144,173,1.91701E-14,1.5122E-14,6.61678E+14,2.2671E+15,,,,,
White,21/03/2018 2:52:31 PM +11:00,0.013427734,0.199584961,0.055636064,0.055629492,2069.218029,2144,173,1.34368E-14,2.48137E-14,4.49137E+14,1.9367E+15,,,,,
Blue,21/03/2018 2:52:32 PM +11:00,0.012207031,0.173339844,0.1147386,0.114732104,2070.221254,2144,173,1.72014E-14,2.41775E-14,4.91305E+14,1.98746E+15,,,,,
Red,21/03/2018 2:52:32 PM +11:00,0.010375977,0.168457031,0.01515692,0.015150284,2070.548039,2144,173,1.47046E-14,2.42517E-14,4.71445E+14,1.85026E+15,,,,,
White,21/03/2018 2:52:32 PM +11:00,0.016479492,0.327148438,0.055605768,0.055599084,2086.145267,2144,173,2.30702E-14,1.33468E-14,9.09578E+14,2.83392E+15,,,,,
Blue,21/03/2018 2:52:33 PM +11:00,0.015869141,0.238647461,0.134771876,0.13476542,2068.865329,2144,173,1.25855E-14,2.84179E-14,2.77194E+14,1.39858E+15,,,,,
Red,21/03/2018 2:52:33 PM +11:00,0.021972656,0.361328125,0.015586212,0.015579472,2086.29327,2144,173,1.51313E-14,1.34129E-14,6.34552E+14,2.55121E+15,,,,,
White,21/03/2018 2:52:33 PM +11:00,0.015869141,0.238647461,0.054370896,0.054364208,2086.684619,2144,173,1.30115E-14,1.59828E-14,3.91356E+14,1.91452E+15,,,,,
Blue,21/03/2018 2:52:34 PM +11:00,0.021972656,0.435791016,0.134898204,0.134891636,2085.368292,2144,173,1.52499E-14,1.41387E-14,6.48363E+14,2.53344E+15,,,,,
Red,21/03/2018 2:52:34 PM +11:00,0.016479492,0.28137207,0.034768096,0.034761388,2085.461067,2144,173,1.44967E-14,1.38522E-14,6.01961E+14,2.39777E+15,,,,,
White,21/03/2018 2:52:34 PM +11:00,0.010986328,0.17578125,0.074443648,0.074437108,2068.545321,2144,173,1.24219E-14,3.05499E-14,2.44717E+14,9.81178E+14,,,,,
Blue,21/03/2018 2:52:35 PM +11:00,0.007324219,0.098266602,0.133267968,0.133261332,2095.54774,2144,173,1.7441E-14,3.05768E-14,4.07701E+14,8.46712E+14,,,,,
Red,21/03/2018 2:52:35 PM +11:00,0.018920898,0.322265625,0.014177868,0.014171128,2085.995826,2144,173,1.35952E-14,1.42456E-14,5.18206E+14,2.32054E+15,,,,,
White,21/03/2018 2:52:35 PM +11:00,0.017700195,0.336914063,0.073955684,0.073949032,2085.420936,2144,173,1.54292E-14,1.34551E-14,8.17587E+14,2.70728E+15,,,,,
Blue,21/03/2018 2:52:36 PM +11:00,0.015869141,0.292358398,0.133695544,0.133688964,2086.917187,2144,173,1.42329E-14,1.38236E-14,7.40318E+14,2.62817E+15,,,,,
Red,21/03/2018 2:52:36 PM +11:00,0.015869141,0.212402344,0.033482652,0.033476052,2068.992649,2144,173,1.36895E-14,2.67596E-14,3.38528E+14,1.65073E+15,,,,,
Blue,21/03/2018 2:52:37 PM +11:00,0.010986328,0.159301758,0.13281058,0.132804112,2069.773007,2144,173,1.3511E-14,2.8367E-14,3.69411E+14,1.43698E+15,,,,,
Red,21/03/2018 2:52:37 PM +11:00,0.017089844,0.234985352,0.01366244,0.013655804,2070.237784,2144,173,1.28914E-14,2.59187E-14,3.63287E+14,1.74564E+15,,,,,
White,21/03/2018 2:52:37 PM +11:00,0.012817383,0.168457031,0.072917944,0.072911388,2070.539262,2144,173,2.4152E-14,2.2939E-14,4.95174E+14,2.1879E+15,,,,,
Blue,21/03/2018 2:52:38 PM +11:00,0.012207031,0.208129883,0.114206124,0.114199628,2069.83664,2144,173,1.34309E-14,2.66277E-14,3.44859E+14,1.65943E+15,,,,,
Red,21/03/2018 2:52:38 PM +11:00,0.014038086,0.211181641,0.014533516,0.014526888,2069.183762,2144,173,1.32425E-14,2.73089E-14,3.37807E+14,1.55468E+15,,,,,
White,21/03/2018 2:52:38 PM +11:00,0.014038086,0.253295898,0.054647432,0.05464074,2087.015187,2144,173,1.37051E-14,1.42715E-14,6.45839E+14,2.47033E+15,,,,,
Blue,21/03/2018 2:52:39 PM +11:00,0.008544922,0.129394531,0.112143824,0.11213732,2070.613448,2144,173,1.39498E-14,2.63384E-14,3.62994E+14,1.57302E+15,,,,,
Red,21/03/2018 2:52:39 PM +11:00,0.014648438,0.220336914,0.01272754,0.012720784,2088.013194,2144,173,1.53855E-14,1.29072E-14,9.86329E+14,2.81755E+15,,,,,
Blue,21/03/2018 2:52:40 PM +11:00,0.012207031,0.170898438,0.112229968,0.112223472,2069.161794,2144,173,1.69489E-14,2.28624E-14,5.40661E+14,2.22519E+15,,,,,
Red,21/03/2018 2:52:40 PM +11:00,0.012817383,0.176391602,0.012521192,0.012514544,2071.740801,2144,173,1.4447E-14,2.13448E-14,5.44975E+14,2.08441E+15,,,,,
White,21/03/2018 2:52:40 PM +11:00,0.017700195,0.280761719,0.072771572,0.072764904,2086.959635,2144,173,1.34799E-14,1.51501E-14,4.43817E+14,2.17629E+15,,,,,
Blue,21/03/2018 2:52:41 PM +11:00,0.015258789,0.222167969,0.112976964,0.112970476,2067.977702,2144,173,1.37941E-14,2.22084E-14,5.63771E+14,2.27884E+15,,,,,
Red,21/03/2018 2:52:41 PM +11:00,0.014648438,0.190429688,0.012340784,0.01233416,2068.089391,2144,173,1.2642E-14,2.81592E-14,2.97802E+14,1.31464E+15,,,,,
White,21/03/2018 2:52:41 PM +11:00,0.023193359,0.433959961,0.05261022,0.052603532,2085.807759,2144,173,1.52274E-14,1.3569E-14,6.44189E+14,2.61553E+15,,,,,
Blue,21/03/2018 2:52:42 PM +11:00,0.016479492,0.231933594,0.112491092,0.112484596,2069.349724,2144,173,1.33858E-14,2.55072E-14,4.26937E+14,1.87016E+15,,,,,
Red,21/03/2018 2:52:42 PM +11:00,0.010986328,0.171508789,0.012033064,0.012026432,2069.256228,2144,173,2.23744E-14,2.31239E-14,4.83292E+14,2.0635E+15,,,,,
Red,21/03/2018 2:52:43 PM +11:00,0.012817383,0.220336914,0.01315274,0.01314598,2088.700455,2144,173,1.7052E-14,1.23264E-14,9.96837E+14,2.83087E+15,,,,,
White,21/03/2018 2:52:43 PM +11:00,0.009765625,0.159301758,0.052224048,0.052217448,2072.717886,2144,173,1.37058E-14,2.66934E-14,3.69289E+14,1.47076E+15,,,,,
Blue,21/03/2018 2:52:44 PM +11:00,0.012817383,0.197753906,0.112007956,0.112001472,2067.585563,2144,173,1.53471E-14,2.39984E-14,4.42653E+14,1.99297E+15,,,,,
Red,21/03/2018 2:52:44 PM +11:00,0.015869141,0.281982422,0.032461204,0.032454492,2085.46255,2144,173,1.47994E-14,1.32331E-14,8.08389E+14,2.68208E+15,,,,,
Blue,21/03/2018 2:52:45 PM +11:00,0.012817383,0.237426758,0.13496424,0.134957632,2090.896249,2144,173,1.75544E-14,1.25643E-14,1.12563E+15,2.94256E+15,,,,,
White,21/03/2018 2:52:45 PM +11:00,0.008544922,0.140380859,0.07284212,0.072835444,2088.34875,2144,173,1.72831E-14,1.47024E-14,5.8391E+14,2.27939E+15,,,,,
Blue,21/03/2018 2:52:46 PM +11:00,0.014648438,0.238647461,0.132023904,0.132017464,2064.617571,2144,173,1.30381E-14,2.72624E-14,3.48466E+14,1.59065E+15,,,,,
Red,21/03/2018 2:52:46 PM +11:00,0.016479492,0.253295898,0.012052444,0.012045708,2084.831287,2144,173,1.40701E-14,1.39499E-14,6.18003E+14,2.41509E+15,,,,,
White,21/03/2018 2:52:46 PM +11:00,0.016479492,0.258178711,0.07205848,0.07205184,2082.528534,2144,173,1.4635E-14,1.39441E-14,6.94408E+14,2.56244E+15,,,,,
Blue,21/03/2018 2:52:47 PM +11:00,0.008544922,0.123901367,0.136151336,0.13614488,2068.666557,2144,173,1.2897E-14,3.30302E-14,1.96538E+14,2.75432E+14,,,,,
Blue,21/03/2018 2:52:48 PM +11:00,0.01159668,0.169067383,0.116127536,0.116121044,2069.909598,2144,173,1.277E-14,2.94594E-14,2.93132E+14,1.21746E+15,,,,,
Red,21/03/2018 2:52:48 PM +11:00,0.009155273,0.134887695,0.01752974,0.017523116,2069.240636,2144,173,1.21269E-14,3.26172E-14,1.95287E+14,3.41387E+14,,,,,
White,21/03/2018 2:52:48 PM +11:00,0.012817383,0.180053711,0.076110304,0.07610376,2069.401996,2144,173,1.3635E-14,2.66827E-14,4.20429E+14,1.7125E+15,,,,,
Red,21/03/2018 2:52:49 PM +11:00,0.010375977,0.173339844,0.015744428,0.015737804,2068.851127,2144,173,1.49119E-14,2.30238E-14,5.48602E+14,2.0817E+15,,,,,
Blue,21/03/2018 2:52:51 PM +11:00,0.009765625,0.14831543,0.136035448,0.136028988,2069.242483,2144,173,1.25398E-14,3.12825E-14,2.26651E+14,7.74222E+14,,,,,
Red,21/03/2018 2:52:51 PM +11:00,0.004882813,0.080566406,0.015987824,0.015981012,2097.120566,2144,173,1.59299E-14,2.82351E-14,3.59202E+14,9.29356E+14,,,,,
White,21/03/2018 2:52:51 PM +11:00,0.01159668,0.176391602,0.076440116,0.076433572,2069.470457,2144,173,1.44399E-14,2.53725E-14,4.27791E+14,1.89743E+15,,,,,
Blue,21/03/2018 2:52:54 PM +11:00,0.006103516,0.100097656,0.136105348,0.136098888,2069.746968,2144,173,1.36965E-14,3.1673E-14,2.42496E+14,4.23656E+14,,,,,
White,21/03/2018 2:53:00 PM +11:00,0.009155273,0.14465332,0.075768608,0.075762068,2069.458385,2144,173,1.32525E-14,3.08102E-14,2.46871E+14,8.62674E+14,,,,,
Blue,21/03/2018 2:53:22 PM +11:00,0.013427734,0.195922852,0.1291041,0.129097636,2068.403538,2144,173,1.51728E-14,2.07202E-14,7.73494E+14,2.49442E+15,,,,,
